id,x,y,ra,dec,flux,flux_err,mag,mag_err,flag,a,b,NAME,RA,DEC,SPECT_TYPE,MIN_MAG_LIMIT,MIN_MAG,MAX_MAG_LIMIT,MAX_MAG,VARIABILITY_TYPE,PERIOD_LIMIT,PERIOD,PERIOD_FLAG,VARIABLE_STAR_NUMBER,VARIABLE_STAR_CPT,NOTE_FLAG,LII,BII,POSITION_FLAG,MAX_MAG_FLAG,MIN_MAG_FLAG,MIN_MAG_ALT_SYS,SEC_MIN_MAG_LIMIT,SEC_MIN_MAG,SEC_MIN_MAG_FLAG,SEC_MIN_MAG_ALT_SYS,MAG_SYSTEM,EPOCH,EPOCH_PRECISION,EPOCH_FLAG,NOVA_YEAR,NOVA_YEAR_FLAG,PERIOD_PRECISION,PERIOD_NOTE,RISE_ECLIPSE_TIME,RISE_ECLIPSE_TIME_FLAG,ECLIPSE_VAR_NOTE,REF_STAR,REF_CHART,COMMENT_FLAG,ALT_NAME,PM_RA,PM_DEC,COORDINATES_EPOCH,COORDINATES_EPOCH_FLAG,REF_ASTROMETRY_FLAG,REF_ASTROMETRY,NEW_VARIABILITY_TYPE,CLASS,dist
22863.0,1659.4801566904307,1776.2475222540963,317.8463992296452,44.22455756827013,76213.30406249997,4327.707210413211,-12.205076974825303,0.061652600680914514,0.0,1.5063477754592896,1.1864339113235474,V1232 Cyg ,317.84929,44.22228,                 ,>,18.0, ,16.5,M:        , ,0.0, ,311232, , ,86.93235,-2.7347, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,03903,03903, ,           ,0.0,0.0,1954.511, , ,A2.0     ,          ,"                     STAR
",11.084
22881.0,1614.4920109984628,1770.0047293247464,317.94477204530136,44.23299137205269,72319.8225,4305.92564177553,-12.148143378867204,0.06464478482745276,0.0,1.5405482053756714,1.1762906312942505,V2203 Cyg ,317.9485,44.23075,                 ,(,0.07, ,13.38,RPHS      , ,0.0, ,312203, , ,86.98722,-2.78077, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,75120,75121, ,           ,-0.027000000000000003,-0.023,2000.0, , ,UCAC2    ,          ,"                     STAR
",12.553
22386.0,1844.560378859164,1738.7520852682208,317.4444523723605,44.28803294297159,73136.69187499999,4324.310862076754,-12.160338281004348,0.06419569634910521,0.0,1.4162448644638062,1.1094690561294556,V359 Cyg  ,317.44712999999996,44.28583,                 , ,14.4, ,13.8,          , ,0.0, ,310359, , ,86.78234,-2.48062, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,01242,01242, ,           ,0.0,0.0,1983.674, , ,GSC      ,          ,"                     STAR
",10.512
22276.0,1273.2005593701808,1719.9125555095777,318.6921194279485,44.298485082067735,113163.56796875,4310.665769689033,-12.634266580010973,0.04135823902314036,0.0,1.7715919017791748,1.4618364572525024,V1554 Cyg ,318.6925,44.29583,C                , ,14.8, ,12.8,SRA       , ,330.0, ,311554, ,Y,87.40149,-3.12275, , , ,  , ,0.0, ,  ,V ,41690.0,0, ,0, ,0,   ,45, , ,03814,03814, ,           ,0.0,0.0,1983.674, , ,GSC      ,          ,"                     STAR
",9.608
5180.0,4539.084735450902,455.285456265538,311.4283533903956,46.19947547479534,277779.581875,4347.908384715001,-13.609250799644101,0.016994343199712957,0.0,5.038330554962158,3.400421380996704,V2132 Cyg ,311.42508,46.19692,                 , ,8.74, ,8.51,LB        , ,0.0, ,312132, , ,85.46628,1.9787299999999999, , , ,  , ,0.0, ,  ,Hp,0.0,0, ,0, ,0,   ,0, , ,HIP  ,HIP  , ,           ,-0.004,-0.009000000000000001,2000.0, , ,Hip      ,          ,"                     STAR
",12.295
4611.0,3895.796160193008,423.4668696537478,312.86778702900904,46.30208936457059,127252.10203125002,4324.484076977421,-12.761662412552102,0.03689722098359828,0.0,4.2688279151916495,2.316300392150879,V1533 Cyg ,312.86621,46.30372,                 , ,15.0, ,14.0,RR:       , ,0.0, ,311533, , ,86.17739,1.27216, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,03910,03910, ,           ,0.0,0.0,1983.4489999999998, , ,GSC      ,          ,"                     STAR
",7.06
3596.0,4952.045400418423,337.3626821447822,310.48863477196284,46.339682087279044,62434.27312500001,4323.073213944566,-11.988557649802171,0.07517853366855709,0.0,2.7615978717803955,1.8657944202423096,V1832 Cyg ,310.49367,46.343,                 ,(,1.6, ,13.2,SRA       , ,0.0, ,311832, , ,85.18254,2.57497, , , ,  , ,0.0, ,  ,R ,0.0,0, ,0, ,0,   ,0, , ,68098,68104, ,           ,0.0,0.0,1989.521, , ,GCVS     ,          ,"                     STAR
",17.299
3762.0,3782.909735154634,355.3736077332636,313.11636608659967,46.41592953590342,95297.29343750002,4323.831215304028,-12.447701415765525,0.04926205062474101,0.0,2.273492813110352,1.4784640073776243,V2044 Cyg ,313.11617,46.414359999999995,                 , ,14.7, ,12.0,M:        , ,0.0, ,312044, , ,86.3727,1.20995, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,73139,73139, ,           ,0.0,0.0,1983.4489999999998, , ,GSC      ,          ,"                     STAR
",5.671
3683.0,3169.384034952751,341.37353450720406,314.5008690756026,46.46849955636621,245916.72203125013,4335.149189708613,-13.476970153068626,0.01913992830343756,0.0,6.312539100646973,3.449182271957397,AZ Cyg    ,314.49767,46.46683,M2-4Iab          , ,12.0, ,10.2,SRC       , ,459.0,:,310079, , ,87.02778,0.51713, , , ,  , ,0.0, ,  ,p ,0.0,0, ,0, ,0,   ,0, , ,00111,01141, ,           ,-0.002,-0.005,2000.0, , ,Tyc2     ,          ,"                 STAR M2I
",9.952
2894.0,3845.6684892891535,272.53230888984217,312.96809546871464,46.54126661301631,117761.34312500006,4332.5047880094735,-12.677506875900033,0.03994483402449582,0.0,3.240260362625122,2.365839719772339,V519 Cyg  ,312.96454,46.54094,A5               , ,13.7, ,13.0,EA/DM     , ,2.3450990000000003, ,310519, ,Y,86.40344,1.37114, , , ,  , ,13.4, ,  ,p ,29102.56,2, ,0, ,6,   ,6, , ,03883,02373, ,           ,0.0,0.0,1983.4489999999998, , ,GSC      ,          ,"                  STAR A5
",8.882
2938.0,2856.018967931609,275.17850502939336,315.2085066886905,46.58128448861708,247942.2712500001,4335.382802734956,-13.485876437992596,0.018984588818535767,0.0,4.249129772186278,2.977034568786621,V2144 Cyg ,315.20775,46.57858,                 , ,7.27, ,7.12,GCAS:     , ,0.0, ,312144, , ,87.43261,0.22163000000000002, , , ,  , ,0.0, ,  ,Hp,0.0,0, ,0, ,0,   ,0, , ,HIP  ,HIP  , ,           ,0.002,0.0,2000.0, , ,Hip      ,          ,"                  BE STAR
",9.915
2322.0,4403.06858543344,214.47549718364482,311.7046358342749,46.58779859992754,195536.26953125003,4341.471255753198,-13.228068313489885,0.024106486922287628,0.0,5.11434268951416,2.0775926113128658,V515 Cyg  ,311.70513,46.582190000000004,M6               , ,15.1, ,13.2,SRB       , ,187.6, ,310515, , ,85.88809,2.06842, , , ,  , ,0.0, ,  ,p ,28098.0,0, ,0, ,1,   ,0, , ,00612,02285, ,           ,0.0,0.0,1983.4489999999998, , ,GSC      ,          ,"                  STAR M6
",20.228
2617.0,3804.325706331742,241.42799398369,313.05898748630415,46.59257274472608,147870.93515625002,4329.906467830021,-12.924707048553634,0.03179215854942635,0.0,1.964247465133667,1.5936801433563232,V2560 Cyg ,313.05733,46.59094,                 , ,12.3, ,12.0,EB        , ,0.733803, ,312560, , ,86.48267,1.35395, , , ,  , ,12.2, ,  ,w ,53601.5305,4, ,0, ,6,   ,0, , ,80087,80087, ,           ,0.0,0.0,2000.4470000000001, , ,2MASS    ,          ,"            BETA LYR STAR
",7.167
2054.0,4056.9058081712956,182.79727836332813,312.4827156904845,46.666279553348865,245744.40828125004,4322.974851104416,-13.47620911147685,0.019099560966332123,0.0,7.283043384552003,5.366824150085449,V2136 Cyg ,312.47771,46.66133,                 , ,6.38, ,6.3,E:        , ,0.0, ,312136, , ,86.28378000000001,1.7059099999999998, , , ,  , ,0.0, ,  ,Hp,0.0,0, ,0, ,0,   ,0, , ,HIP  ,HIP  , ,           ,0.005,0.004,2000.0, , ,Hip      ,          ,"                     STAR
",21.69
1472.0,3792.280698767034,129.30942559293132,313.0772953450725,46.76846538969841,225880.41484375004,4347.990968808899,-13.384696441687536,0.02089942687622001,0.0,4.49105167388916,2.9938652515411377,V1395 Cyg ,313.07563,46.76647,MA               , ,9.48, ,9.05,SRB:      , ,0.0, ,311395, , ,86.62578,1.45642, , , ,  , ,0.0, ,  ,V ,0.0,0, ,0, ,0,   ,0, , ,05128,BD   , ,           ,0.027000000000000003,-0.003,2000.0, , ,Tyc2     ,          ,"                  STAR A0
",8.274
1029.0,4118.3996408737175,89.22344010260575,312.3343234567508,46.807511136310424,167566.25765625006,4326.103100095541,-13.060466426114125,0.028030743342885158,0.0,2.9658799171447754,1.8644663095474243,V2042 Cyg ,312.33513,46.80383,                 , ,17.5, ,16.5,LB        , ,0.0, ,312042, , ,86.33238,1.87173, , , ,  , ,0.0, ,  ,B ,0.0,0, ,0, ,0,   ,0, , ,73134,73134, ,           ,0.0,0.0,1983.4489999999998, , ,GSC      ,          ,"                     STAR
",13.4
